Item,date_time,period_day,weekday_weekend
Toast,16-03-2017 10:19,morning,weekday
Granola,16-03-2017 10:19,morning,weekday
Bread,16-03-2017 10:36,morning,weekday
Pastry,16-03-2017 10:36,morning,weekday
Hot chocolate,16-03-2017 10:42,morning,weekday
Hot chocolate,16-03-2017 10:42,morning,weekday
Bread,16-03-2017 10:42,morning,weekday
Brownie,16-03-2017 10:42,morning,weekday
Bread,16-03-2017 10:43,morning,weekday
Juice,16-03-2017 10:43,morning,weekday
Crisps,16-03-2017 10:43,morning,weekday
Jammie Dodgers,16-03-2017 10:45,morning,weekday
Medialuna,16-03-2017 10:45,morning,weekday
Tea,16-03-2017 10:45,morning,weekday
Bread,16-03-2017 10:50,morning,weekday
Jammie Dodgers,16-03-2017 10:50,morning,weekday
Cherry me Dried fruit,16-03-2017 10:52,morning,weekday
Toast,16-03-2017 10:52,morning,weekday
Extra Salami or Feta,16-03-2017 10:52,morning,weekday
Hot chocolate,16-03-2017 10:52,morning,weekday
Coffee,16-03-2017 10:52,morning,weekday
Cake,16-03-2017 10:52,morning,weekday
Bread,16-03-2017 11:08,morning,weekday
Farm House,16-03-2017 11:10,morning,weekday
Coffee,16-03-2017 11:19,morning,weekday
Medialuna,16-03-2017 11:19,morning,weekday
Baguette,16-03-2017 11:30,morning,weekday
Scandinavian,16-03-2017 11:35,morning,weekday
Sandwich,16-03-2017 11:44,morning,weekday
Bread,16-03-2017 11:58,morning,weekday
Coffee,16-03-2017 12:02,afternoon,weekday
Toast,16-03-2017 12:02,afternoon,weekday
Tea,16-03-2017 12:02,afternoon,weekday
Bread,16-03-2017 12:10,afternoon,weekday
Bread,16-03-2017 12:16,afternoon,weekday
Tea,16-03-2017 12:33,afternoon,weekday
Coffee,16-03-2017 12:33,afternoon,weekday
Bread,16-03-2017 12:33,afternoon,weekday
Chicken Stew,16-03-2017 12:44,afternoon,weekday
Bread,16-03-2017 12:44,afternoon,weekday
Soup,16-03-2017 13:16,afternoon,weekday
Soup,16-03-2017 13:19,afternoon,weekday
Salad,16-03-2017 13:19,afternoon,weekday
Tea,16-03-2017 13:19,afternoon,weekday
Mineral water,16-03-2017 13:19,afternoon,weekday
Juice,16-03-2017 13:19,afternoon,weekday
Cake,16-03-2017 13:44,afternoon,weekday
Truffles,16-03-2017 13:44,afternoon,weekday
Chicken Stew,16-03-2017 13:44,afternoon,weekday
Sandwich,16-03-2017 13:44,afternoon,weekday
Pastry,16-03-2017 13:48,afternoon,weekday
Chicken Stew,16-03-2017 13:51,afternoon,weekday
Coffee,16-03-2017 13:51,afternoon,weekday
Eggs,16-03-2017 14:19,afternoon,weekday
Bread,16-03-2017 14:19,afternoon,weekday
Coffee,16-03-2017 14:26,afternoon,weekday
Coffee,16-03-2017 14:26,afternoon,weekday
Soup,16-03-2017 14:26,afternoon,weekday
Coffee,16-03-2017 14:35,afternoon,weekday
Scone,16-03-2017 14:35,afternoon,weekday
Coke,16-03-2017 15:15,afternoon,weekday
Bread,16-03-2017 15:18,afternoon,weekday
Brownie,16-03-2017 15:18,afternoon,weekday
Coffee,16-03-2017 15:32,afternoon,weekday
Hot chocolate,16-03-2017 15:32,afternoon,weekday
Cookies,16-03-2017 15:32,afternoon,weekday
Coffee,16-03-2017 15:52,afternoon,weekday
Cookies,16-03-2017 15:52,afternoon,weekday
Bread,16-03-2017 16:08,afternoon,weekday
Cake,16-03-2017 16:08,afternoon,weekday
Cake,16-03-2017 16:16,afternoon,weekday
Coffee,16-03-2017 16:16,afternoon,weekday
Coffee,16-03-2017 16:16,afternoon,weekday
Coffee,16-03-2017 16:16,afternoon,weekday
Coffee,16-03-2017 16:19,afternoon,weekday
Tea,16-03-2017 16:42,afternoon,weekday
Bakewell,16-03-2017 16:42,afternoon,weekday
Bread,16-03-2017 16:42,afternoon,weekday
Smoothies,16-03-2017 16:44,afternoon,weekday
Coffee,16-03-2017 16:44,afternoon,weekday
Cake,16-03-2017 16:44,afternoon,weekday
Bread,16-03-2017 16:44,afternoon,weekday
Hot chocolate,16-03-2017 17:30,evening,weekday
Tea,17-03-2017 08:12,morning,weekday
Scone,17-03-2017 08:12,morning,weekday
Baguette,17-03-2017 08:15,morning,weekday
Cookies,17-03-2017 08:15,morning,weekday
Coffee,17-03-2017 08:19,morning,weekday
Bakewell,17-03-2017 08:19,morning,weekday
Mortimer,17-03-2017 08:24,morning,weekday
Bread,17-03-2017 08:59,morning,weekday
Bread,17-03-2017 09:00,morning,weekday
Coffee,17-03-2017 09:02,morning,weekday
Pastry,17-03-2017 09:02,morning,weekday
Coffee,17-03-2017 09:04,morning,weekday
Bread,17-03-2017 09:11,morning,weekday
Pastry,17-03-2017 09:11,morning,weekday
Bread,17-03-2017 09:13,morning,weekday
Coffee,17-03-2017 09:14,morning,weekday
Baguette,17-03-2017 09:36,morning,weekday
Coffee,17-03-2017 09:52,morning,weekday
Bread,17-03-2017 09:52,morning,weekday
Bread,17-03-2017 09:52,morning,weekday
Coffee,17-03-2017 09:52,morning,weekday
Coffee,17-03-2017 09:52,morning,weekday
Toast,17-03-2017 09:52,morning,weekday
Cake,17-03-2017 10:04,morning,weekday
Bread,17-03-2017 10:04,morning,weekday
Coffee,17-03-2017 10:10,morning,weekday
Coffee,17-03-2017 10:10,morning,weekday
Coffee,17-03-2017 10:13,morning,weekday
Coffee,17-03-2017 10:13,morning,weekday
Juice,17-03-2017 10:13,morning,weekday
Cake,17-03-2017 10:13,morning,weekday
Cookies,17-03-2017 10:13,morning,weekday
Baguette,17-03-2017 10:14,morning,weekday
Tea,17-03-2017 10:20,morning,weekday
Cake,17-03-2017 10:20,morning,weekday
Pastry,17-03-2017 10:21,morning,weekday
Coffee,17-03-2017 10:21,morning,weekday
Tea,17-03-2017 10:22,morning,weekday
Tea,17-03-2017 10:23,morning,weekday
Coffee,17-03-2017 10:25,morning,weekday
Pastry,17-03-2017 10:25,morning,weekday
Bread,17-03-2017 10:25,morning,weekday
Scandinavian,17-03-2017 10:28,morning,weekday
Cake,17-03-2017 11:17,morning,weekday
Tiffin,17-03-2017 11:17,morning,weekday
Coffee,17-03-2017 11:17,morning,weekday
Coffee,17-03-2017 11:17,morning,weekday
Tea,17-03-2017 11:36,morning,weekday
Hot chocolate,17-03-2017 11:36,morning,weekday
Pastry,17-03-2017 11:36,morning,weekday
Cake,17-03-2017 11:36,morning,weekday
Brownie,17-03-2017 11:47,morning,weekday
Bread,17-03-2017 11:47,morning,weekday
Bread,17-03-2017 11:56,morning,weekday
Coffee,17-03-2017 11:58,morning,weekday
Toast,17-03-2017 12:07,afternoon,weekday
Coffee,17-03-2017 12:07,afternoon,weekday
Tea,17-03-2017 12:07,afternoon,weekday
Toast,17-03-2017 12:07,afternoon,weekday
Coffee,17-03-2017 12:16,afternoon,weekday
Coffee,17-03-2017 12:16,afternoon,weekday
Sandwich,17-03-2017 12:16,afternoon,weekday
Pastry,17-03-2017 12:16,afternoon,weekday
Coffee,17-03-2017 12:35,afternoon,weekday
Bread,17-03-2017 13:06,afternoon,weekday
Coffee,17-03-2017 13:20,afternoon,weekday
Tiffin,17-03-2017 13:22,afternoon,weekday
Coffee,17-03-2017 13:29,afternoon,weekday
Cake,17-03-2017 13:37,afternoon,weekday
Cake,17-03-2017 13:37,afternoon,weekday
Brownie,17-03-2017 13:37,afternoon,weekday
Half slice Monster ,17-03-2017 13:37,afternoon,weekday
Coffee,17-03-2017 13:50,afternoon,weekday
Coffee,17-03-2017 13:50,afternoon,weekday
Mineral water,17-03-2017 13:50,afternoon,weekday
Bread,17-03-2017 13:53,afternoon,weekday
Coffee,17-03-2017 13:53,afternoon,weekday
Cookies,17-03-2017 13:53,afternoon,weekday
Brownie,17-03-2017 13:53,afternoon,weekday
Coffee,17-03-2017 13:54,afternoon,weekday
Soup,17-03-2017 13:54,afternoon,weekday
Sandwich,17-03-2017 13:54,afternoon,weekday
Coffee,17-03-2017 14:06,afternoon,weekday
Coffee granules ,17-03-2017 14:06,afternoon,weekday
Extra Salami or Feta,17-03-2017 14:06,afternoon,weekday
Salad,17-03-2017 14:06,afternoon,weekday
Salad,17-03-2017 14:22,afternoon,weekday
Coffee,17-03-2017 14:22,afternoon,weekday
Coffee,17-03-2017 14:22,afternoon,weekday
Coffee,17-03-2017 14:29,afternoon,weekday
Coffee,17-03-2017 14:29,afternoon,weekday
Cake,17-03-2017 14:29,afternoon,weekday
Salad,17-03-2017 14:29,afternoon,weekday
Cake,17-03-2017 14:35,afternoon,weekday
Cookies,17-03-2017 14:35,afternoon,weekday
Coffee,17-03-2017 14:50,afternoon,weekday
Coffee,17-03-2017 14:50,afternoon,weekday
Cookies,17-03-2017 14:50,afternoon,weekday
Scone,17-03-2017 14:53,afternoon,weekday
Coffee,17-03-2017 14:53,afternoon,weekday
Coffee,17-03-2017 15:08,afternoon,weekday
Coffee,17-03-2017 15:08,afternoon,weekday
Salad,17-03-2017 15:08,afternoon,weekday
Coke,17-03-2017 15:10,afternoon,weekday
Coffee,17-03-2017 15:20,afternoon,weekday
Cake,17-03-2017 15:20,afternoon,weekday
Cake,17-03-2017 15:20,afternoon,weekday
Hot chocolate,17-03-2017 15:36,afternoon,weekday
Coffee,17-03-2017 15:36,afternoon,weekday
Tiffin,17-03-2017 15:36,afternoon,weekday
Hot chocolate,17-03-2017 16:00,afternoon,weekday
Coffee,17-03-2017 16:00,afternoon,weekday
Scone,17-03-2017 16:00,afternoon,weekday
Bread,17-03-2017 16:23,afternoon,weekday
Hot chocolate,17-03-2017 16:32,afternoon,weekday
Hot chocolate,17-03-2017 16:32,afternoon,weekday
Coffee,17-03-2017 16:32,afternoon,weekday
Tiffin,17-03-2017 16:44,afternoon,weekday
Coffee,18-03-2017 08:13,morning,weekend
Sandwich,18-03-2017 08:13,morning,weekend
Sandwich,18-03-2017 08:13,morning,weekend
Hot chocolate,18-03-2017 08:22,morning,weekend
Coffee,18-03-2017 08:22,morning,weekend
Pastry,18-03-2017 08:22,morning,weekend
Coffee,18-03-2017 08:35,morning,weekend
Medialuna,18-03-2017 08:35,morning,weekend
Coffee,18-03-2017 08:49,morning,weekend
Pastry,18-03-2017 08:49,morning,weekend
Coffee,18-03-2017 08:52,morning,weekend
Coffee,18-03-2017 08:52,morning,weekend
Medialuna,18-03-2017 08:52,morning,weekend
Cookies,18-03-2017 08:52,morning,weekend
Bread,18-03-2017 08:58,morning,weekend
Bread,18-03-2017 08:58,morning,weekend
Bread,18-03-2017 08:58,morning,weekend
Pastry,18-03-2017 08:58,morning,weekend
Coffee,18-03-2017 09:10,morning,weekend
Bread,18-03-2017 09:11,morning,weekend
Baguette,18-03-2017 09:11,morning,weekend
Toast,18-03-2017 09:14,morning,weekend
Coffee,18-03-2017 09:14,morning,weekend
Farm House,18-03-2017 09:45,morning,weekend
Cake,18-03-2017 09:45,morning,weekend
Pastry,18-03-2017 09:49,morning,weekend
Bread,18-03-2017 09:49,morning,weekend
Coffee,18-03-2017 09:52,morning,weekend
Coffee,18-03-2017 10:03,morning,weekend
Cookies,18-03-2017 10:03,morning,weekend
Bread,18-03-2017 10:13,morning,weekend
Bread,18-03-2017 10:13,morning,weekend
Coffee,18-03-2017 10:14,morning,weekend
Pastry,18-03-2017 10:14,morning,weekend
Medialuna,18-03-2017 10:14,morning,weekend
Cake,18-03-2017 10:19,morning,weekend
Scone,18-03-2017 10:19,morning,weekend
Scandinavian,18-03-2017 10:19,morning,weekend
Coffee,18-03-2017 10:37,morning,weekend
Coffee,18-03-2017 10:37,morning,weekend
Coffee,18-03-2017 10:38,morning,weekend
Afternoon with the baker,18-03-2017 10:45,morning,weekend
Coffee,18-03-2017 10:47,morning,weekend
Duck egg,18-03-2017 10:47,morning,weekend
Bread,18-03-2017 10:55,morning,weekend
Tea,18-03-2017 10:57,morning,weekend
Toast,18-03-2017 10:58,morning,weekend
Coffee,18-03-2017 10:58,morning,weekend
Bread,18-03-2017 10:58,morning,weekend
Coffee,18-03-2017 11:01,morning,weekend
Toast,18-03-2017 11:01,morning,weekend
Bread,18-03-2017 11:05,morning,weekend
Truffles,18-03-2017 11:05,morning,weekend
Juice,18-03-2017 11:14,morning,weekend
Coffee,18-03-2017 11:14,morning,weekend
Bread,18-03-2017 11:14,morning,weekend
Toast,18-03-2017 11:14,morning,weekend
Coffee,18-03-2017 11:22,morning,weekend
Tea,18-03-2017 11:33,morning,weekend
Coffee,18-03-2017 11:42,morning,weekend
Tiffin,18-03-2017 11:42,morning,weekend
Scone,18-03-2017 11:42,morning,weekend
Bread,18-03-2017 11:42,morning,weekend
Coffee,18-03-2017 11:45,morning,weekend
Brownie,18-03-2017 11:45,morning,weekend
Jam,18-03-2017 11:49,morning,weekend
Mineral water,18-03-2017 11:51,morning,weekend
Scone,18-03-2017 11:51,morning,weekend
Mineral water,18-03-2017 11:52,morning,weekend
Coffee,18-03-2017 12:02,afternoon,weekend
Hot chocolate,18-03-2017 12:02,afternoon,weekend
Bread,18-03-2017 12:02,afternoon,weekend
Scone,18-03-2017 12:02,afternoon,weekend
Bread,18-03-2017 12:03,afternoon,weekend
Coffee,18-03-2017 12:07,afternoon,weekend
Salad,18-03-2017 12:07,afternoon,weekend
Sandwich,18-03-2017 12:07,afternoon,weekend
Bread,18-03-2017 12:12,afternoon,weekend
Coffee,18-03-2017 12:17,afternoon,weekend
Coffee,18-03-2017 12:17,afternoon,weekend
Coffee,18-03-2017 12:27,afternoon,weekend
Coffee,18-03-2017 12:27,afternoon,weekend
Scone,18-03-2017 12:27,afternoon,weekend
Tiffin,18-03-2017 12:27,afternoon,weekend
Coffee,18-03-2017 12:27,afternoon,weekend
Tea,18-03-2017 12:33,afternoon,weekend
Coffee,18-03-2017 12:33,afternoon,weekend
Coffee,18-03-2017 12:33,afternoon,weekend
Soup,18-03-2017 12:38,afternoon,weekend
Mineral water,18-03-2017 12:38,afternoon,weekend
Brownie,18-03-2017 12:38,afternoon,weekend
Mineral water,18-03-2017 12:41,afternoon,weekend
Bread,18-03-2017 12:43,afternoon,weekend
Scone,18-03-2017 12:43,afternoon,weekend
Cookies,18-03-2017 12:43,afternoon,weekend
Soup,18-03-2017 12:43,afternoon,weekend
Spanish Brunch,18-03-2017 12:45,afternoon,weekend
The Nomad,18-03-2017 12:45,afternoon,weekend
Coffee,18-03-2017 12:45,afternoon,weekend
Bread,18-03-2017 12:47,afternoon,weekend
Sandwich,18-03-2017 13:03,afternoon,weekend
Coffee,18-03-2017 13:03,afternoon,weekend
Tiffin,18-03-2017 13:03,afternoon,weekend
Cake,18-03-2017 13:03,afternoon,weekend
Coffee,18-03-2017 13:04,afternoon,weekend
Cookies,18-03-2017 13:04,afternoon,weekend
Tiffin,18-03-2017 13:05,afternoon,weekend
Sandwich,18-03-2017 13:08,afternoon,weekend
Salad,18-03-2017 13:08,afternoon,weekend
Bread,18-03-2017 13:08,afternoon,weekend
Juice,18-03-2017 13:08,afternoon,weekend
Sandwich,18-03-2017 13:10,afternoon,weekend
Tea,18-03-2017 13:10,afternoon,weekend
Cake,18-03-2017 13:10,afternoon,weekend
Coffee,18-03-2017 13:10,afternoon,weekend
Bread,18-03-2017 13:12,afternoon,weekend
Bread,18-03-2017 13:14,afternoon,weekend
Jam,18-03-2017 13:14,afternoon,weekend
Bread,18-03-2017 13:15,afternoon,weekend
The Nomad,18-03-2017 13:15,afternoon,weekend
Jam,18-03-2017 13:15,afternoon,weekend
Bread,18-03-2017 13:19,afternoon,weekend
Coffee,18-03-2017 13:27,afternoon,weekend
Hot chocolate,18-03-2017 13:27,afternoon,weekend
Brownie,18-03-2017 13:27,afternoon,weekend
Bread,18-03-2017 13:27,afternoon,weekend
Bread,18-03-2017 13:27,afternoon,weekend
Coffee,18-03-2017 13:47,afternoon,weekend
Tea,18-03-2017 13:47,afternoon,weekend
Spanish Brunch,18-03-2017 13:47,afternoon,weekend
Fudge,18-03-2017 13:50,afternoon,weekend
Baguette,18-03-2017 13:50,afternoon,weekend
Sandwich,18-03-2017 14:00,afternoon,weekend
Bread,18-03-2017 14:01,afternoon,weekend
Sandwich,18-03-2017 14:03,afternoon,weekend
Scandinavian,18-03-2017 14:15,afternoon,weekend
Tea,18-03-2017 14:24,afternoon,weekend
Scone,18-03-2017 14:24,afternoon,weekend
Tea,18-03-2017 14:41,afternoon,weekend
Tiffin,18-03-2017 14:41,afternoon,weekend
Brownie,18-03-2017 14:41,afternoon,weekend
Scone,18-03-2017 14:54,afternoon,weekend
Bread,18-03-2017 14:54,afternoon,weekend
Coffee,18-03-2017 15:00,afternoon,weekend
Coffee,18-03-2017 15:00,afternoon,weekend
Cake,18-03-2017 15:00,afternoon,weekend
Scone,18-03-2017 15:00,afternoon,weekend
Bread,18-03-2017 15:03,afternoon,weekend
Cake,18-03-2017 15:06,afternoon,weekend
Coffee,18-03-2017 15:06,afternoon,weekend
Cake,18-03-2017 15:09,afternoon,weekend
Cake,18-03-2017 15:09,afternoon,weekend
Bread,18-03-2017 15:09,afternoon,weekend
Tea,18-03-2017 15:09,afternoon,weekend
Coffee,18-03-2017 15:41,afternoon,weekend
Tea,18-03-2017 15:41,afternoon,weekend
Scone,18-03-2017 15:42,afternoon,weekend
Hot chocolate,18-03-2017 15:46,afternoon,weekend
Coffee,18-03-2017 15:46,afternoon,weekend
Cake,18-03-2017 15:46,afternoon,weekend
Half slice Monster ,18-03-2017 15:52,afternoon,weekend
Tea,18-03-2017 15:54,afternoon,weekend
Chicken Stew,18-03-2017 15:54,afternoon,weekend
Tea,18-03-2017 16:09,afternoon,weekend
Cookies,18-03-2017 16:09,afternoon,weekend
Cake,18-03-2017 16:09,afternoon,weekend
Coffee,18-03-2017 16:26,afternoon,weekend
Tea,18-03-2017 16:26,afternoon,weekend
Cake,18-03-2017 16:26,afternoon,weekend
Coffee,18-03-2017 16:52,afternoon,weekend
Smoothies,18-03-2017 16:52,afternoon,weekend
Soup,18-03-2017 16:52,afternoon,weekend
Sandwich,18-03-2017 16:52,afternoon,weekend
Cake,18-03-2017 16:52,afternoon,weekend
Coffee,18-03-2017 17:03,evening,weekend
Coke,18-03-2017 17:03,evening,weekend
Salad,18-03-2017 17:03,evening,weekend
Coffee,19-03-2017 09:39,morning,weekend
Coffee,19-03-2017 09:50,morning,weekend
Coffee,19-03-2017 09:56,morning,weekend
Tiffin,19-03-2017 09:56,morning,weekend
Spanish Brunch,19-03-2017 10:01,morning,weekend
Scone,19-03-2017 10:01,morning,weekend
Coffee,19-03-2017 10:01,morning,weekend
Bread,19-03-2017 10:01,morning,weekend
Coffee,19-03-2017 10:03,morning,weekend
Medialuna,19-03-2017 10:03,morning,weekend
Bread,19-03-2017 10:31,morning,weekend
Tea,19-03-2017 10:43,morning,weekend
Bread,19-03-2017 10:44,morning,weekend
Coffee,19-03-2017 10:58,morning,weekend
Coffee,19-03-2017 10:58,morning,weekend
Cake,19-03-2017 10:58,morning,weekend
Tea,19-03-2017 11:00,morning,weekend
Coffee,19-03-2017 11:14,morning,weekend
Coffee,19-03-2017 11:14,morning,weekend
Medialuna,19-03-2017 11:14,morning,weekend
Tiffin,19-03-2017 11:14,morning,weekend
Coffee,19-03-2017 11:24,morning,weekend
Bread,19-03-2017 11:24,morning,weekend
Bread,19-03-2017 11:24,morning,weekend
Bread,19-03-2017 11:25,morning,weekend
Medialuna,19-03-2017 11:25,morning,weekend
Coffee,19-03-2017 11:27,morning,weekend
Tea,19-03-2017 11:28,morning,weekend
Tea,19-03-2017 11:28,morning,weekend
Scone,19-03-2017 11:28,morning,weekend
Hot chocolate,19-03-2017 11:29,morning,weekend
Tea,19-03-2017 11:29,morning,weekend
Bread,19-03-2017 11:29,morning,weekend
Cake,19-03-2017 11:29,morning,weekend
Bread,19-03-2017 11:43,morning,weekend
Spanish Brunch,19-03-2017 11:43,morning,weekend
Bread,19-03-2017 11:45,morning,weekend
Spanish Brunch,19-03-2017 11:47,morning,weekend
Truffles,19-03-2017 11:47,morning,weekend
Juice,19-03-2017 11:47,morning,weekend
Coffee,19-03-2017 11:47,morning,weekend
Tiffin,19-03-2017 11:47,morning,weekend
Coffee,19-03-2017 11:52,morning,weekend
Bread,19-03-2017 11:59,morning,weekend
Bread,19-03-2017 11:59,morning,weekend
Bread,19-03-2017 12:02,afternoon,weekend
Farm House,19-03-2017 12:04,afternoon,weekend
Coffee,19-03-2017 12:06,afternoon,weekend
Scone,19-03-2017 12:06,afternoon,weekend
Bread,19-03-2017 12:27,afternoon,weekend
Coffee,19-03-2017 12:36,afternoon,weekend
Coffee,19-03-2017 12:36,afternoon,weekend
Spanish Brunch,19-03-2017 12:36,afternoon,weekend
Coffee,19-03-2017 12:36,afternoon,weekend
Art Tray,19-03-2017 12:36,afternoon,weekend
Spanish Brunch,19-03-2017 12:36,afternoon,weekend
Hot chocolate,19-03-2017 12:36,afternoon,weekend
Coffee,19-03-2017 12:38,afternoon,weekend
Coffee,19-03-2017 12:38,afternoon,weekend
Cake,19-03-2017 12:38,afternoon,weekend
Scone,19-03-2017 12:38,afternoon,weekend
Tiffin,19-03-2017 12:39,afternoon,weekend
Coffee,19-03-2017 12:39,afternoon,weekend
Tea,19-03-2017 12:40,afternoon,weekend
Cookies,19-03-2017 12:40,afternoon,weekend
Coffee,19-03-2017 12:41,afternoon,weekend
Bread,19-03-2017 12:41,afternoon,weekend
Sandwich,19-03-2017 12:59,afternoon,weekend
Muffin,19-03-2017 12:59,afternoon,weekend
Bread,19-03-2017 12:59,afternoon,weekend
Cookies,19-03-2017 12:59,afternoon,weekend
Farm House,19-03-2017 13:11,afternoon,weekend
Spanish Brunch,19-03-2017 13:30,afternoon,weekend
Salad,19-03-2017 13:30,afternoon,weekend
Tea,19-03-2017 13:30,afternoon,weekend
Coffee,19-03-2017 13:30,afternoon,weekend
Pastry,19-03-2017 13:30,afternoon,weekend
Cake,19-03-2017 13:30,afternoon,weekend
Smoothies,19-03-2017 13:40,afternoon,weekend
Coffee,19-03-2017 13:40,afternoon,weekend
Soup,19-03-2017 13:40,afternoon,weekend
Salad,19-03-2017 13:40,afternoon,weekend
Sandwich,19-03-2017 13:43,afternoon,weekend
Tea,19-03-2017 13:43,afternoon,weekend
Coffee,19-03-2017 13:43,afternoon,weekend
Sandwich,19-03-2017 13:49,afternoon,weekend
Sandwich,19-03-2017 13:49,afternoon,weekend
Spanish Brunch,19-03-2017 13:56,afternoon,weekend
Toast,19-03-2017 13:56,afternoon,weekend
Salad,19-03-2017 13:56,afternoon,weekend
Baguette,19-03-2017 13:56,afternoon,weekend
Sandwich,19-03-2017 14:22,afternoon,weekend
Sandwich,19-03-2017 14:22,afternoon,weekend
Cake,19-03-2017 14:41,afternoon,weekend
Bread,19-03-2017 14:41,afternoon,weekend
Muffin,19-03-2017 14:41,afternoon,weekend
Coffee,19-03-2017 14:43,afternoon,weekend
Coffee,19-03-2017 14:43,afternoon,weekend
Pastry,19-03-2017 14:43,afternoon,weekend
Coffee,19-03-2017 14:51,afternoon,weekend
Coffee,19-03-2017 14:51,afternoon,weekend
Sandwich,19-03-2017 14:51,afternoon,weekend
Chicken Stew,19-03-2017 14:51,afternoon,weekend
Cake,19-03-2017 14:52,afternoon,weekend
Coffee,19-03-2017 14:52,afternoon,weekend
Coffee,19-03-2017 14:52,afternoon,weekend
Bread,19-03-2017 15:06,afternoon,weekend
Spanish Brunch,19-03-2017 15:08,afternoon,weekend
Coffee,19-03-2017 15:08,afternoon,weekend
Coke,19-03-2017 15:08,afternoon,weekend
Bread,19-03-2017 15:08,afternoon,weekend
Mineral water,19-03-2017 15:08,afternoon,weekend
Soup,19-03-2017 15:08,afternoon,weekend
Tea,19-03-2017 15:16,afternoon,weekend
Cake,19-03-2017 15:16,afternoon,weekend
Coffee,19-03-2017 15:17,afternoon,weekend
Sandwich,19-03-2017 15:17,afternoon,weekend
Sandwich,19-03-2017 15:17,afternoon,weekend
Muffin,19-03-2017 15:17,afternoon,weekend
Coffee,19-03-2017 15:29,afternoon,weekend
Coffee,19-03-2017 15:34,afternoon,weekend
Tea,19-03-2017 15:34,afternoon,weekend
Cake,19-03-2017 15:34,afternoon,weekend
Scone,19-03-2017 15:34,afternoon,weekend
Pastry,19-03-2017 15:44,afternoon,weekend
Scone,19-03-2017 15:44,afternoon,weekend
Coffee,19-03-2017 16:37,afternoon,weekend
Afternoon with the baker,19-03-2017 18:33,evening,weekend
Coffee,20-03-2017 08:25,morning,weekday
Coffee,20-03-2017 08:57,morning,weekday
Coffee,20-03-2017 09:00,morning,weekday
Bread,20-03-2017 09:00,morning,weekday
Coffee,20-03-2017 09:15,morning,weekday
Bread,20-03-2017 09:15,morning,weekday
Coffee,20-03-2017 09:35,morning,weekday
Coffee,20-03-2017 09:38,morning,weekday
Bread,20-03-2017 09:38,morning,weekday
Coffee,20-03-2017 10:03,morning,weekday
Coffee,20-03-2017 10:03,morning,weekday
Pastry,20-03-2017 10:03,morning,weekday
Bread,20-03-2017 10:03,morning,weekday
Bread,20-03-2017 10:03,morning,weekday
Toast,20-03-2017 10:03,morning,weekday
Pastry,20-03-2017 10:17,morning,weekday
Cake,20-03-2017 10:17,morning,weekday
Bread,20-03-2017 10:17,morning,weekday
Coffee,20-03-2017 10:18,morning,weekday
Muffin,20-03-2017 10:18,morning,weekday
Baguette,20-03-2017 10:28,morning,weekday
Coffee,20-03-2017 10:31,morning,weekday
Bread,20-03-2017 10:31,morning,weekday
Coffee,20-03-2017 10:37,morning,weekday
Mineral water,20-03-2017 10:37,morning,weekday
Cookies,20-03-2017 10:37,morning,weekday
Toast,20-03-2017 10:37,morning,weekday
Tea,20-03-2017 10:46,morning,weekday
Spanish Brunch,20-03-2017 10:46,morning,weekday
Coffee,20-03-2017 10:51,morning,weekday
Coffee,20-03-2017 11:03,morning,weekday
Bread,20-03-2017 11:04,morning,weekday
Coffee granules ,20-03-2017 11:15,morning,weekday
Cake,20-03-2017 11:25,morning,weekday
Muffin,20-03-2017 11:25,morning,weekday
Juice,20-03-2017 11:25,morning,weekday
Coffee,20-03-2017 11:30,morning,weekday
Cake,20-03-2017 11:32,morning,weekday
Juice,20-03-2017 11:44,morning,weekday
Sandwich,20-03-2017 11:44,morning,weekday
Coffee,20-03-2017 11:54,morning,weekday
Pastry,20-03-2017 11:54,morning,weekday
Coffee,20-03-2017 11:55,morning,weekday
Muffin,20-03-2017 11:55,morning,weekday
Truffles,20-03-2017 11:58,morning,weekday
Sandwich,20-03-2017 11:58,morning,weekday
Coffee,20-03-2017 11:59,morning,weekday
Baguette,20-03-2017 11:59,morning,weekday
Farm House,20-03-2017 12:03,afternoon,weekday
Pastry,20-03-2017 12:13,afternoon,weekday
Jam,20-03-2017 12:17,afternoon,weekday
Sandwich,20-03-2017 12:19,afternoon,weekday
Coffee,20-03-2017 12:23,afternoon,weekday
Coffee,20-03-2017 12:23,afternoon,weekday
Hot chocolate,20-03-2017 12:30,afternoon,weekday
Coffee,20-03-2017 12:30,afternoon,weekday
Brownie,20-03-2017 12:30,afternoon,weekday
Muffin,20-03-2017 12:30,afternoon,weekday
Bread,20-03-2017 12:30,afternoon,weekday
Coffee,20-03-2017 12:34,afternoon,weekday
Bread,20-03-2017 12:34,afternoon,weekday
Sandwich,20-03-2017 12:38,afternoon,weekday
Coffee,20-03-2017 12:38,afternoon,weekday
Spanish Brunch,20-03-2017 12:40,afternoon,weekday
Coffee,20-03-2017 12:40,afternoon,weekday
Coffee,20-03-2017 12:54,afternoon,weekday
Toast,20-03-2017 12:54,afternoon,weekday
Coffee,20-03-2017 13:39,afternoon,weekday
Muffin,20-03-2017 13:40,afternoon,weekday
Coffee,20-03-2017 13:46,afternoon,weekday
Tea,20-03-2017 13:53,afternoon,weekday
Brownie,20-03-2017 13:53,afternoon,weekday
