Transaction,Item,period_day,month,day,hour,weekday_weekend
nine thousand and ninety-four,coffee,morning,Mar,Friday,nine,weekday
nine thousand and ninety-four,toast,morning,Mar,Friday,nine,weekday
nine thousand and ninety-five,coffee,morning,Mar,Friday,nine,weekday
nine thousand and ninety-five,medialuna,morning,Mar,Friday,nine,weekday
nine thousand and ninety-six,medialuna,morning,Mar,Friday,nine,weekday
nine thousand and ninety-six,bread,morning,Mar,Friday,nine,weekday
nine thousand and ninety-six,tea,morning,Mar,Friday,nine,weekday
nine thousand and ninety-seven,cookies,morning,Mar,Friday,nine,weekday
nine thousand and ninety-seven,bread,morning,Mar,Friday,nine,weekday
nine thousand and ninety-eight,tea,morning,Mar,Friday,nine,weekday
nine thousand and ninety-nine,hot chocolate,morning,Mar,Friday,ten,weekday
nine thousand and ninety-nine,tea,morning,Mar,Friday,ten,weekday
nine thousand and ninety-nine,pastry,morning,Mar,Friday,ten,weekday
nine thousand and ninety-nine,tiffin,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and one",bread,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and two",cake,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and three",bread,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and three",bread,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and four",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and four",medialuna,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and five",farm house,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and six",jammie dodgers,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and six",muffin,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and six",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and six",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and six",juice,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",alfajores,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",juice,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",coffee,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",medialuna,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and seven",cookies,morning,Mar,Friday,ten,weekday
"nine thousand, one hundred and eight",coffee,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and nine",medialuna,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and nine",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and ten",spanish brunch,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and eleven",coffee,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and eleven",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and twelve",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and twelve",coffee,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and thirteen",coffee,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and thirteen",alfajores,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fourteen",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fourteen",coke,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fourteen",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fourteen",cookies,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fifteen",cookies,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and fifteen",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and sixteen",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and sixteen",cookies,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and seventeen",bread,morning,Mar,Friday,eleven,weekday
"nine thousand, one hundred and nineteen",coffee,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty",toast,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty",coffee,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-one",coffee,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-one",coffee,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-one",pastry,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-two",coffee,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-three",juice,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-three",muffin,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-four",farm house,afternoon,Mar,Friday,twelve,weekday
"nine thousand, one hundred and twenty-five",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-six",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-six",medialuna,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-eight",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-eight",brownie,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",salad,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",extra salami or feta,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",baguette,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",tea,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and twenty-nine",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-one",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-one",hot chocolate,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-one",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-one",sandwich,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-one",cookies,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-two",chicken stew,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-three",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-three",sandwich,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-four",sandwich,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-four",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-four",bread,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-five",sandwich,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-five",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-five",coffee,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-six",tiffin,afternoon,Mar,Friday,thirteen,weekday
"nine thousand, one hundred and thirty-seven",baguette,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-eight",spanish brunch,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-eight",salad,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-eight",extra salami or feta,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-eight",coffee,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-eight",coffee,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-nine",bread,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and thirty-nine",tiffin,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty",chicken stew,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty",soup,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty",bread,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-one",brownie,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-one",coffee,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-two",coke,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-two",mineral water,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-two",coffee,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-two",soup,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-two",sandwich,afternoon,Mar,Friday,fourteen,weekday
"nine thousand, one hundred and forty-three",coffee,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-three",scone,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-four",coffee,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-four",scone,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-five",hot chocolate,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-five",hot chocolate,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-five",bread,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-five",scone,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-six",bread,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-six",cookies,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-seven",scone,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-seven",bread,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-eight",tea,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-eight",brownie,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-nine",tea,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-nine",bread,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and forty-nine",cake,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and fifty",tea,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and fifty",pastry,afternoon,Mar,Friday,fifteen,weekday
"nine thousand, one hundred and fifty-one",hot chocolate,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-one",cake,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-two",coffee,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-two",tiffin,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-three",coffee,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-four",bread,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-four",cookies,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-five",coffee,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-six",coffee,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-six",brownie,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-seven",scone,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-seven",coke,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-seven",coffee,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-seven",soup,afternoon,Mar,Friday,sixteen,weekday
"nine thousand, one hundred and fifty-eight",coffee,evening,Mar,Friday,seventeen,weekday
"nine thousand, one hundred and fifty-eight",juice,evening,Mar,Friday,seventeen,weekday
"nine thousand, one hundred and fifty-nine",coffee,morning,Jan,Wednesday,eight,weekend
"nine thousand, one hundred and sixty",coffee,morning,Jan,Wednesday,eight,weekend
"nine thousand, one hundred and sixty-one",bread,morning,Jan,Wednesday,eight,weekend
"nine thousand, one hundred and sixty-two",sandwich,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-two",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-two",cake,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-two",cake,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-three",farm house,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-three",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-three",cake,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-four",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-five",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-five",cookies,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-six",scone,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-six",toast,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-six",coffee,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-six",coke,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-seven",coffee,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-seven",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-seven",cookies,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-seven",brownie,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-eight",juice,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and sixty-nine",farm house,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and seventy",scone,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and seventy",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and seventy-one",bread,morning,Jan,Wednesday,nine,weekend
"nine thousand, one hundred and seventy-two",pastry,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-three",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-three",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-four",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-four",alfajores,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-four",tiffin,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-five",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-six",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-six",scone,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-seven",coffee granules,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-eight",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-eight",sandwich,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-eight",brownie,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-eight",cookies,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-eight",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-nine",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and seventy-nine",cookies,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty",pastry,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-one",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-two",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-two",cookies,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-two",cake,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-three",bread,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-three",coffee,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-three",truffles,morning,Jan,Wednesday,ten,weekend
"nine thousand, one hundred and eighty-four",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-four",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-five",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-five",juice,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-five",toast,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-six",bread,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-six",bread,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",baguette,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",truffles,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",medialuna,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",alfajores,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-seven",juice,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-eight",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-eight",cookies,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-nine",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and eighty-nine",the nomad,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety",bread,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety",baguette,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety-one",bread,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety-two",granola,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety-two",coffee,morning,Jan,Wednesday,eleven,weekend
"nine thousand, one hundred and ninety-three",bread,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-three",tea,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-three",pastry,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-four",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-four",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-five",crisps,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-six",bread,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-seven",bread,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-seven",smoothies,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-seven",spanish brunch,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-seven",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-eight",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, one hundred and ninety-nine",juice,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred",tea,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and one",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and one",tea,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and one",cake,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and one",pastry,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and two",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and two",tiffin,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and three",cake,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and four",coffee,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and four",spanish brunch,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and four",the nomad,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and four",cake,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and four",tiffin,afternoon,Jan,Wednesday,twelve,weekend
"nine thousand, two hundred and five",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and five",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and five",brownie,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and six",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and six",juice,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and six",coffee,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and six",the nomad,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and six",sandwich,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and seven",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and seven",alfajores,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and seven",alfajores,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eight",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eight",smoothies,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eight",coffee,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eight",muffin,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eight",sandwich,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and nine",bread,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",coffee,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",juice,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",truffles,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",sandwich,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",sandwich,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",pastry,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and ten",coke,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eleven",tea,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eleven",soup,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and eleven",chicken stew,afternoon,Jan,Wednesday,thirteen,weekend
"nine thousand, two hundred and twelve",coke,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and twelve",soup,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and thirteen",sandwich,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and thirteen",truffles,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and thirteen",coffee,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and thirteen",pastry,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and fourteen",cookies,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and fourteen",cake,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and fourteen",brownie,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and fourteen",coffee,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and fifteen",bread,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and sixteen",coffee,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and sixteen",bread,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and sixteen",soup,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and seventeen",scone,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and eighteen",bread,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and eighteen",cake,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and nineteen",medialuna,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and nineteen",bread,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and nineteen",muffin,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and nineteen",coffee,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and nineteen",sandwich,afternoon,Jan,Wednesday,fourteen,weekend
"nine thousand, two hundred and twenty",honey,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty",scandinavian,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-one",coffee,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-two",alfajores,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-two",brownie,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-two",cake,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-three",bread,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-four",coffee,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-five",mineral water,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-six",truffles,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-six",spanish brunch,afternoon,Jan,Wednesday,fifteen,weekend
"nine thousand, two hundred and twenty-seven",soup,afternoon,Jan,Wednesday,sixteen,weekend
"nine thousand, two hundred and twenty-seven",bread,afternoon,Jan,Wednesday,sixteen,weekend
"nine thousand, two hundred and twenty-seven",coffee,afternoon,Jan,Wednesday,sixteen,weekend
"nine thousand, two hundred and twenty-eight",sandwich,afternoon,Jan,Wednesday,sixteen,weekend
"nine thousand, two hundred and twenty-nine",bread,afternoon,Jan,Wednesday,sixteen,weekend
"nine thousand, two hundred and thirty",coffee,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty",coffee,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty",chicken stew,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty",extra salami or feta,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",tea,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",bread,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",coffee,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",scone,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",medialuna,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-one",bread,evening,Jan,Wednesday,seventeen,weekend
"nine thousand, two hundred and thirty-two",tea,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-two",granola,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-three",bread,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-four",hot chocolate,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-four",bread,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-four",tiffin,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-five",bread,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-six",coffee,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-seven",coffee,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-eight",coffee,morning,Feb,Saturday,nine,weekend
"nine thousand, two hundred and thirty-nine",coffee,morning,Feb,Saturday,ten,weekend
"nine thousand, two hundred and thirty-nine",coffee,morning,Feb,Saturday,ten,weekend
